follow-up	n.	liên hệ tiếp	A follow-up email goes out the next morning.	Email liên hệ tiếp được gửi sáng hôm sau.	memo
cold	adj.	gọi lạnh	Cold calls are not allowed after 8 p.m.	Không được gọi lạnh sau 8 giờ tối.	brochure
inquiry	n.	yêu cầu thông tin	An inquiry about group rates arrived today.	Một yêu cầu về giá đoàn đến hôm nay.	reservation
quotation	n.	báo giá	skip	skip	invoice
estimate	n.	ước tính	skip	skip	invoice
proposal	n.	đề xuất	The proposal includes two room blocks.	Đề xuất gồm hai khối phòng.	reservation
pitch	n.	bài chào hàng	Her pitch to the airline lasted ten minutes.	Bài chào hàng tới hãng bay dài mười phút.	brochure
brief	n.	bản tóm tắt yêu cầu	The design brief asks for a calmer color.	Bản tóm tắt yêu cầu màu dịu hơn.	brochure
scope	n.	phạm vi	The scope of work excludes painting.	Phạm vi công việc không gồm sơn.	authorize
deliverable	n.	sản phẩm bàn giao	The first deliverable is a floor plan.	Sản phẩm bàn giao đầu là mặt bằng.	headquarters
milestone	n.	mốc	The next milestone is a working website.	Mốc tiếp theo là trang web chạy được.	deadline
timeline	n.	mốc thời gian	The timeline slipped by one week.	Mốc thời gian chậm một tuần.	deadline
gantt	n.	biểu đồ Gantt	A Gantt chart hangs in the project room.	Biểu đồ Gantt treo ở phòng dự án.	deadline
backlog	n.	việc tồn	The repair backlog should clear by Friday.	Việc sửa tồn sẽ xong trước thứ Sáu.	inventory
bottleneck	n.	điểm nghẽn	Customs is the bottleneck for this route.	Hải quan là điểm nghẽn của tuyến này.	shipment
lead	n.	thời gian chờ sản xuất	Lead time for chairs is six weeks.	Thời gian chờ ghế là sáu tuần.	inventory
just-in-time	adj.	đúng lúc	Just-in-time delivery keeps the warehouse small.	Giao đúng lúc giúp kho nhỏ.	shipment
consignment	n.	hàng gửi	skip	skip	shipment
freight	n.	cước	skip	skip	shipment
haulage	n.	vận tải đường bộ	Road haulage is slower after the storm.	Vận tải đường bộ chậm hơn sau bão.	shipment
fleet	n.	đội xe	The fleet adds two electric vans next month.	Đội xe thêm hai van điện tháng tới.	shipment
dispatcher	n.	điều phối viên	The dispatcher moved the pickup to 3 p.m.	Điều phối viên dời giờ lấy hàng sang 3 giờ.	shipment
driver	n.	tài xế	The driver needs the dock code.	Tài xế cần mã bến.	shipment
manifest	n.	bảng kê hàng	Check the manifest before you unload.	Kiểm bảng kê trước khi dỡ.	shipment
waybill	n.	vận đơn	A waybill travels with every pallet.	Vận đơn đi cùng mỗi palet.	shipment
bill	n.	vận đơn đường biển	The bill of lading is in the pouch.	Vận đơn đường biển ở trong túi.	shipment
lading	n.	hàng xếp tàu	Lading was finished before high tide.	Xếp hàng xong trước thủy triều cao.	shipment
stevedore	n.	công nhân bốc xếp cảng	Stevedores unload containers at night.	Công nhân bốc xếp dỡ container ban đêm.	shipment
wharf	n.	cầu tàu	The crane sits on the north wharf.	Cần cẩu ở cầu tàu phía bắc.	shipment
berth	n.	vị trí neo	The ship will berth at dock 7.	Tàu sẽ neo ở bến 7.	shipment
draft	n.	mớn nước	The ship's draft is too deep for this canal.	Mớn nước tàu quá sâu cho kênh này.	shipment
tug	n.	tàu kéo	A tug will guide the tanker in.	Tàu kéo sẽ dẫn tàu chở dầu vào.	shipment
pilot	n.	hoa tiêu	A harbor pilot boards before the narrows.	Hoa tiêu lên tàu trước khúc hẹp.	shipment
customs	n.	hải quan	skip	skip	shipment
tariff	n.	thuế quan	skip	skip	invoice
duty	n.	thuế nhập	Duty on electronics is paid at the airport.	Thuế nhập đồ điện tử trả ở sân bay.	invoice
quota	n.	hạn ngạch	An import quota limits cheap steel.	Hạn ngạch nhập giới hạn thép rẻ.	shipment
embargo	n.	cấm vận	An embargo blocked shipments of the parts.	Lệnh cấm vận chặn lô linh kiện.	shipment
inspection	n.	kiểm tra	A random inspection delayed two trucks.	Kiểm tra ngẫu nhiên làm chậm hai xe.	shipment
quarantine	n.	cách ly kiểm dịch	Plants stay in quarantine for ten days.	Cây phải cách ly kiểm dịch mười ngày.	shipment
certificate	n.	giấy chứng nhận	A health certificate is required for food.	Cần giấy chứng nhận y tế cho thực phẩm.	authorize
origin	n.	xuất xứ	skip	skip	shipment
destination	n.	điểm đến	skip	skip	shipment
transit	n.	trung chuyển	skip	skip	shipment
bonded	adj.	chịu sự quản lý hải quan	Bonded goods stay in a locked warehouse.	Hàng chịu quản lý hải quan ở kho khóa.	shipment
clearance	n.	thông quan	Clearance took longer than expected.	Thông quan lâu hơn dự kiến.	shipment
broker	n.	môi giới hải quan	A broker filed the import papers.	Môi giới hải quan nộp giấy nhập khẩu.	shipment
forwarder	n.	đơn vị giao nhận	The forwarder booked space on Friday's ship.	Đơn vị giao nhận đặt chỗ tàu thứ Sáu.	shipment
consolidator	n.	đơn vị gom hàng	A consolidator combined three small loads.	Đơn vị gom hàng ghép ba lô nhỏ.	shipment
deconsolidation	n.	tách lô	Deconsolidation happens at the inland depot.	Tách lô diễn ra ở depot nội địa.	shipment
depot	n.	depot	Empty containers return to the depot.	Container rỗng trả về depot.	shipment
yard	n.	bãi	Trucks wait in the south yard.	Xe tải chờ ở bãi nam.	shipment
gatehouse	n.	chốt cổng	Show your ID at the gatehouse.	Xuất trình giấy tờ ở chốt cổng.	authorize
weighbridge	n.	cân xe	Every truck crosses the weighbridge.	Mọi xe tải đều qua cân.	shipment
payload	n.	tải hữu ích	The payload must stay under 10 tons.	Tải hữu ích phải dưới 10 tấn.	shipment
axle	n.	trục xe	An extra axle is required for this load.	Cần thêm một trục cho lô này.	shipment
trailer	n.	rơ-moóc	The trailer is parked at dock 2.	Rơ-moóc đỗ ở bến 2.	shipment
chassis	n.	khung xe container	A chassis shortage delayed the pickup.	Thiếu khung xe làm chậm lấy hàng.	shipment
forklift	n.	xe nâng	Only trained staff may drive a forklift.	Chỉ nhân viên được đào tạo được lái xe nâng.	inventory
pallet	n.	palet	skip	skip	shipment
shrink-wrap	n.	màng co	Shrink-wrap the stack before loading.	Bọc màng co chồng hàng trước khi chất.	shipment
strapping	n.	dây đai	Check the strapping on every crate.	Kiểm dây đai mọi thùng.	shipment
crate	n.	thùng gỗ	The piano ships in a wooden crate.	Đàn piano gửi trong thùng gỗ.	shipment
carton	n.	thùng carton	skip	skip	shipment
box	n.	hộp	Seal each box with tape marked FRAGILE.	Dán mỗi hộp bằng băng chữ DỄ VỠ.	shipment
label	n.	nhãn	The label must show the destination code.	Nhãn phải hiện mã điểm đến.	shipment
sticker	n.	tem dán	Put a priority sticker on overnight bags.	Dán tem ưu tiên lên túi gửi qua đêm.	shipment
tag	n.	thẻ	A luggage tag with a phone number helps.	Thẻ hành lý có số điện thoại sẽ hữu ích.	itinerary
seal	n.	kẹp chì	skip	skip	shipment
tamper	v.	can thiệp trái phép	Do not accept a box that looks tampered.	Không nhận hộp có vẻ bị can thiệp.	shipment
theft	n.	trộm	Camera footage helped after the theft.	Hình camera giúp sau vụ trộm.	authorize
shrinkage	n.	hao hụt hàng	Night counts reduce shrinkage in the store.	Kiểm đêm giảm hao hụt trong cửa hàng.	inventory
discrepancy	n.	chênh lệch	A discrepancy of four units was found.	Phát hiện chênh lệch bốn đơn vị.	inventory
shortage	n.	thiếu	skip	skip	inventory
surplus	n.	thừa	skip	skip	budget
overage	n.	hàng thừa khi giao	Report any overage to the warehouse clerk.	Báo hàng thừa khi giao cho nhân viên kho.	inventory
underage	n.	hàng thiếu khi giao	An underage of two cartons was noted.	Thiếu hai thùng khi giao đã được ghi.	inventory
damaged	adj.	hư hỏng	Damaged goods stay in the quarantine cage.	Hàng hư ở lồng cách ly.	inventory
spoiled	adj.	hỏng (thực phẩm)	Spoiled milk must not be served.	Sữa hỏng không được phục vụ.	complimentary
expired	adj.	hết hạn	Expired coupons cannot be used.	Phiếu hết hạn không dùng được.	deadline
fresh	adj.	tươi	Fresh bread arrives at 6 a.m.	Bánh mì tươi đến lúc 6 giờ sáng.	complimentary
frozen	adj.	đông lạnh	Frozen goods travel in a refrigerated truck.	Hàng đông lạnh đi xe lạnh.	shipment
chilled	adj.	ướp lạnh	Chilled juice is stored at 4 degrees.	Nước ép ướp lạnh để ở 4 độ.	inventory
ambient	adj.	nhiệt độ phòng	Ambient snacks go on the dry shelf.	Đồ ăn vặt nhiệt độ phòng để kệ khô.	inventory
perishable	adj.	dễ hỏng	skip	skip	shipment
fragile	adj.	dễ vỡ	skip	skip	shipment
hazardous	adj.	nguy hiểm	Hazardous paint ships in special cans.	Sơn nguy hiểm gửi trong lon đặc biệt.	shipment
flammable	adj.	dễ cháy	Flammable liquids stay in a metal cabinet.	Chất lỏng dễ cháy để tủ kim loại.	inventory
corrosive	adj.	ăn mòn	Wear gloves with corrosive cleaner.	Đeo găng khi dùng dung dịch ăn mòn.	inventory
toxic	adj.	độc	Toxic waste is collected by a licensed firm.	Chất thải độc được công ty có giấy phép thu.	authorize
radioactive	adj.	phóng xạ	Radioactive packages need extra labels.	Kiện phóng xạ cần nhãn thêm.	shipment
explosive	adj.	nổ	Explosive materials are banned on this flight.	Vật liệu nổ bị cấm trên chuyến bay này.	itinerary
restricted	adj.	hạn chế	Restricted items cannot go in carry-on bags.	Đồ hạn chế không được để túi xách tay.	itinerary
prohibited	adj.	bị cấm	Prohibited goods are listed on the website.	Hàng bị cấm được liệt kê trên trang web.	authorize
allowed	adj.	được phép	Laptops are allowed through this checkpoint.	Laptop được phép qua chốt này.	itinerary
permitted	adj.	được cho phép	Pets are not permitted in the restaurant.	Thú cưng không được phép vào nhà hàng.	complimentary
forbidden	adj.	cấm	Photography is forbidden in the archive.	Cấm chụp ảnh trong kho lưu trữ.	authorize
mandatory	adj.	bắt buộc	skip	skip	authorize
optional	adj.	tùy chọn	skip	skip	itinerary
recommended	adj.	được khuyến nghị	A window seat is recommended for this view.	Ghế cửa sổ được khuyến nghị cho view này.	itinerary
advisable	adj.	nên	It is advisable to book taxis the night before.	Nên đặt taxi từ tối hôm trước.	itinerary
preferable	adj.	nên chọn hơn	A morning flight is preferable in summer fog.	Chuyến sáng nên chọn hơn khi sương mù hè.	itinerary
suitable	adj.	phù hợp	This hall is suitable for 80 seated guests.	Hội trường này phù hợp 80 khách ngồi.	occupancy
unsuitable	adj.	không phù hợp	High heels are unsuitable in the warehouse.	Giày cao gót không phù hợp trong kho.	inventory
adequate	adj.	đủ	skip	skip	conference
insufficient	adj.	không đủ	skip	skip	occupancy
ample	adj.	dồi dào	There is ample parking behind the building.	Có chỗ đỗ dồi dào phía sau tòa nhà.	occupancy
scarce	adj.	khan hiếm	Taxis are scarce after midnight.	Taxi khan hiếm sau nửa đêm.	itinerary
abundant	adj.	phong phú	Abundant fruit is served at breakfast.	Trái cây phong phú được phục vụ bữa sáng.	complimentary
limited	adj.	hạn chế	Limited seating remains for the 6 p.m. show.	Chỗ ngồi hạn chế còn cho suất 6 giờ tối.	occupancy
unlimited	adj.	không giới hạn	Club guests get unlimited coffee refills.	Khách câu lạc bộ được đổ cà phê không giới hạn.	complimentary
exclusive	adj.	độc quyền	skip	skip	brochure
inclusive	adj.	bao gồm	The tour is inclusive of lunch.	Tour đã bao gồm bữa trưa.	itinerary
all-inclusive	adj.	trọn gói	The all-inclusive rate covers drinks.	Giá trọn gói gồm đồ uống.	reservation
complimentary	adj.	miễn phí tặng	skip	skip	complimentary
surcharge	n.	phụ phí	A weekend surcharge applies to this fare.	Phụ phí cuối tuần áp dụng cho giá này.	invoice
levy	n.	khoản thu thêm	A tourism levy is added to the bill.	Khoản thu du lịch được cộng vào hóa đơn.	invoice
vat	n.	thuế GTGT	VAT is shown as a separate line.	Thuế GTGT hiện thành một dòng riêng.	invoice
withholding	n.	thuế khấu trừ	Withholding tax is taken from the invoice.	Thuế khấu trừ được trừ trên hóa đơn.	invoice
exemption	n.	miễn trừ	A tax exemption form is in the packet.	Mẫu miễn thuế ở trong bộ hồ sơ.	invoice
deduction	n.	khoản khấu trừ	A deduction for meals appears on the slip.	Khoản khấu trừ ăn uống hiện trên phiếu.	invoice
allowance	n.	trợ cấp	skip	skip	budget
stipend	n.	trợ cấp cố định	Interns receive a monthly stipend.	Thực tập sinh nhận trợ cấp cố định hàng tháng.	employee
honorarium	n.	thù lao diễn giả	An honorarium is paid after the lecture.	Thù lao diễn giả được trả sau bài giảng.	conference
reimbursement	n.	hoàn chi	skip	skip	invoice
out-of-pocket	adj.	tự trả trước	Keep out-of-pocket receipts for accounting.	Giữ biên lai tự trả cho kế toán.	invoice
petty	adj.	quỹ nhỏ	Petty cash is kept in a locked box.	Quỹ nhỏ để trong hộp khóa.	budget
float	n.	tiền lẻ đầu ca	The morning float is 100 dollars in coins.	Tiền lẻ đầu ca là 100 đô la xu.	invoice
till	n.	ngăn kéo tiền	Count the till before you lock the shop.	Đếm ngăn kéo tiền trước khi khóa cửa.	invoice
safe	n.	két	Large bills go into the safe at closing.	Tờ lớn cho vào két lúc đóng cửa.	budget
vault	n.	kho tiền	The vault opens only with two keys.	Kho tiền chỉ mở bằng hai chìa.	authorize
counterfeit	adj.	giả	skip	skip	authorize
authentic	adj.	thật	skip	skip	authorize
forged	adj.	rèn chữ ký giả	A forged signature voided the check.	Chữ ký giả làm séc vô hiệu.	authorize
void	adj.	vô hiệu	A void check cannot be cashed.	Séc vô hiệu không đổi được tiền.	invoice
valid	adj.	còn hiệu lực	skip	skip	authorize
invalid	adj.	không hiệu lực	An invalid coupon was declined at the till.	Phiếu không hiệu lực bị từ chối ở quầy.	invoice
expired	adj.	hết hạn	skip	skip	deadline
current	adj.	hiện hành	Use the current price list, not last year's.	Dùng bảng giá hiện hành, không dùng năm ngoái.	brochure
upcoming	adj.	sắp tới	The upcoming fair will fill every hotel.	Hội chợ sắp tới sẽ kín mọi khách sạn.	occupancy
ongoing	adj.	đang diễn ra	Ongoing repairs may close the east wing.	Sửa chữa đang diễn ra có thể đóng cánh đông.	occupancy
pending	adj.	đang chờ	A pending payment is holding the room.	Khoản thanh toán đang chờ giữ phòng.	reservation
tentative	adj.	chưa chốt	skip	skip	deadline
confirmed	adj.	đã xác nhận	A confirmed booking appears in green.	Đặt phòng đã xác nhận hiện màu xanh.	reservation
canceled	adj.	đã hủy	A canceled flight is marked in red.	Chuyến đã hủy được đánh dấu đỏ.	itinerary
postponed	adj.	đã hoãn	The postponed workshop moves to May 12.	Hội thảo đã hoãn dời sang 12 tháng Năm.	deadline
rescheduled	adj.	đã đổi lịch	The rescheduled call is at 4 p.m.	Cuộc gọi đã đổi lịch lúc 4 giờ chiều.	deadline
advance	n.	đặt trước / tạm ứng	Book three months in advance in peak season.	Đặt trước ba tháng vào mùa cao điểm.	reservation
notice	n.	thông báo trước	Give 48 hours' notice to cancel a tour.	Báo trước 48 giờ để hủy tour.	itinerary
prompt	adj.	nhanh chóng	Prompt replies keep clients happy.	Trả lời nhanh giúp khách hài lòng.	memo
immediate	adj.	ngay	Immediate action is needed if a pipe leaks.	Cần hành động ngay nếu ống rò.	inventory
eventual	adj.	cuối cùng	The eventual cost was lower than the bid.	Chi phí cuối cùng thấp hơn giá thầu.	budget
interim	adj.	tạm thời	An interim manager starts on Monday.	Quản lý tạm bắt đầu vào thứ Hai.	employee
provisional	adj.	tạm	A provisional license is valid for 90 days.	Giấy phép tạm có hiệu lực 90 ngày.	authorize
permanent	adj.	lâu dài	skip	skip	applicant
temporary	adj.	tạm thời	skip	skip	headquarters
seasonal	adj.	theo mùa	Seasonal staff join us in December.	Nhân viên theo mùa vào làm tháng 12.	employee
annual	adj.	hàng năm	The annual picnic is on the first Saturday of June.	Dã ngoại hàng năm vào thứ Bảy đầu tháng Sáu.	employee
biennial	adj.	hai năm một lần	The biennial trade fair returns next spring.	Hội chợ hai năm một lần trở lại mùa xuân tới.	conference
quarterly	adj.	hàng quý	skip	skip	budget
monthly	adj.	hàng tháng	A monthly pass saves commuters money.	Vé tháng giúp người đi làm tiết kiệm.	itinerary
weekly	adj.	hàng tuần	Weekly inventory is done every Sunday night.	Kiểm tồn hàng tuần vào tối Chủ nhật.	inventory
daily	adj.	hàng ngày	Daily specials are written on the board.	Món đặc biệt hàng ngày ghi trên bảng.	complimentary
hourly	adj.	theo giờ	Hourly parking is cheaper than the day rate.	Đỗ theo giờ rẻ hơn giá cả ngày.	reservation
overnight	adj.	qua đêm	Overnight delivery arrives before 10 a.m.	Giao qua đêm đến trước 10 giờ sáng.	shipment
same-day	adj.	trong ngày	Same-day tailoring is offered downstairs.	Sửa đồ trong ngày có ở tầng dưới.	reservation
next-day	adj.	ngày hôm sau	Next-day service costs a little more.	Dịch vụ ngày hôm sau đắt hơn một chút.	shipment
express	adj.	hỏa tốc	Express shipping reaches the coast in two days.	Gửi hỏa tốc tới miền biển trong hai ngày.	shipment
standard	adj.	tiêu chuẩn	Standard rooms have a city view.	Phòng tiêu chuẩn có view thành phố.	reservation
deluxe	adj.	cao cấp	Deluxe rooms include a soaking tub.	Phòng cao cấp có bồn ngâm.	reservation
premium	adj.	hạng cao	Premium seats have extra legroom.	Ghế hạng cao có chỗ để chân rộng hơn.	itinerary
economy	n.	hạng phổ thông	Economy class has a snack service.	Hạng phổ thông có phục vụ đồ ăn nhẹ.	itinerary
business	n.	hạng thương gia	Business class check-in is on the left.	Làm thủ tục hạng thương gia ở bên trái.	itinerary
first	n.	hạng nhất	First class passengers board first.	Khách hạng nhất lên máy bay trước.	itinerary
coach	n.	toa / hạng ghế thường	Coach seats do not recline fully.	Ghế hạng thường không ngả hết.	itinerary
aisle	n.	lối đi	skip	skip	itinerary
window	n.	cửa sổ	A window table was saved for the couple.	Bàn cửa sổ được giữ cho đôi khách.	complimentary
middle	n.	ghế giữa	The middle seat is the last to sell.	Ghế giữa bán sau cùng.	itinerary
exit	n.	cửa thoát hiểm	An exit-row briefing is required.	Cần phổ biến hàng ghế cửa thoát hiểm.	itinerary
bulkhead	n.	vách	Bulkhead seats have a wall in front.	Ghế vách có tường phía trước.	itinerary
legroom	n.	chỗ để chân	Extra legroom costs 30 dollars.	Thêm chỗ để chân mất 30 đô la.	itinerary
recline	v.	ngả ghế	Please do not recline during the meal.	Vui lòng không ngả ghế lúc ăn.	itinerary
seatbelt	n.	dây an toàn	Fasten your seatbelt when the light is on.	Thắt dây an toàn khi đèn sáng.	itinerary
life	n.	áo phao	A life vest is under every seat.	Áo phao ở dưới mỗi ghế.	itinerary
oxygen	n.	oxy	Oxygen masks drop if cabin pressure falls.	Mặt nạ oxy rơi nếu áp suất cabin giảm.	itinerary
turbulence	n.	rung lắc	skip	skip	itinerary
captain	n.	cơ trưởng	The captain welcomed passengers on board.	Cơ trưởng chào hành khách lên tàu.	itinerary
crew	n.	phi hành đoàn	The crew will demonstrate safety steps.	Phi hành đoàn sẽ trình diễn bước an toàn.	itinerary
attendant	n.	tiếp viên	Ask an attendant for a blanket.	Nhờ tiếp viên lấy chăn.	itinerary
purser	n.	tiếp viên trưởng	The purser handles lost items.	Tiếp viên trưởng xử lý đồ thất lạc.	itinerary
galley	n.	bếp máy bay	Meals are heated in the galley.	Suất ăn được hâm trong bếp máy bay.	itinerary
trolley	n.	xe đẩy	The drinks trolley starts from the front.	Xe đẩy đồ uống bắt đầu từ phía trước.	itinerary
blanket	n.	chăn	A blanket is in the overhead bin.	Chăn ở ngăn hành lý trên đầu.	itinerary
pillow	n.	gối	Request a pillow if your neck is sore.	Xin gối nếu cổ bạn mỏi.	itinerary
headset	n.	tai nghe	skip	skip	conference
entertainment	n.	giải trí	Seat-back entertainment includes maps.	Giải trí sau ghế gồm bản đồ.	itinerary
wifi	n.	wifi	Wifi on this flight is free for club members.	Wifi trên chuyến này miễn phí cho hội viên.	itinerary
connectivity	n.	kết nối	In-flight connectivity may be slow over water.	Kết nối trên máy bay có thể chậm khi bay trên biển.	itinerary
]
